geometry,operating_temp_C,ambient_temp_C,insulation_mm,material,lambda_WmK,heat_flux_bare_Wm2,heat_flux_insulated_Wm2,heat_loss_reduction_pct,surface_temp_C,touch_safety_ISO13732_1
cylindrical,350,0,25,mineral wool (wired),0.0595,3500.0,582.2,83.4,58.2,caution (brief touch)
cylindrical,350,0,50,mineral wool (wired),0.0595,3500.0,284.0,91.9,28.4,"safe (prolonged contact, <=45C)"
cylindrical,350,0,75,mineral wool (wired),0.0595,3500.0,178.3,94.9,17.8,"safe (prolonged contact, <=45C)"
cylindrical,350,0,100,mineral wool (wired),0.0595,3500.0,126.2,96.4,12.6,"safe (prolonged contact, <=45C)"
cylindrical,350,0,125,mineral wool (wired),0.0595,3500.0,95.9,97.3,9.6,"safe (prolonged contact, <=45C)"
cylindrical,350,0,150,mineral wool (wired),0.0595,3500.0,76.3,97.8,7.6,"safe (prolonged contact, <=45C)"
cylindrical,350,10,0,none,,3400.0,3400.0,0.0,350,burn risk (>60C)
cylindrical,350,10,25,mineral wool (wired),0.0604,3400.0,572.7,83.2,67.3,burn risk (>60C)
cylindrical,350,10,50,mineral wool (wired),0.0604,3400.0,279.7,91.8,38.0,"safe (prolonged contact, <=45C)"
cylindrical,350,10,75,mineral wool (wired),0.0604,3400.0,175.7,94.8,27.6,"safe (prolonged contact, <=45C)"
cylindrical,350,10,100,mineral wool (wired),0.0604,3400.0,124.4,96.3,22.4,"safe (prolonged contact, <=45C)"
cylindrical,350,10,125,mineral wool (wired),0.0604,3400.0,94.5,97.2,19.4,"safe (prolonged contact, <=45C)"
cylindrical,350,10,150,mineral wool (wired),0.0604,3400.0,75.2,97.8,17.5,"safe (prolonged contact, <=45C)"
cylindrical,350,20,0,none,,3300.0,3300.0,0.0,350,burn risk (>60C)
cylindrical,350,20,25,mineral wool (wired),0.0613,3300.0,562.7,82.9,76.3,burn risk (>60C)
cylindrical,350,20,50,mineral wool (wired),0.0613,3300.0,275.2,91.7,47.5,"short-contact only (~1 s, bare metal)"
cylindrical,350,20,75,mineral wool (wired),0.0613,3300.0,172.9,94.8,37.3,"safe (prolonged contact, <=45C)"
cylindrical,350,20,100,mineral wool (wired),0.0613,3300.0,122.5,96.3,32.2,"safe (prolonged contact, <=45C)"
cylindrical,350,20,125,mineral wool (wired),0.0613,3300.0,93.0,97.2,29.3,"safe (prolonged contact, <=45C)"
cylindrical,350,20,150,mineral wool (wired),0.0613,3300.0,74.1,97.8,27.4,"safe (prolonged contact, <=45C)"
cylindrical,350,30,0,none,,3200.0,3200.0,0.0,350,burn risk (>60C)
cylindrical,350,30,25,mineral wool (wired),0.0622,3200.0,552.3,82.7,85.2,burn risk (>60C)
cylindrical,350,30,50,mineral wool (wired),0.0622,3200.0,270.4,91.5,57.0,caution (brief touch)
cylindrical,350,30,75,mineral wool (wired),0.0622,3200.0,170.0,94.7,47.0,"short-contact only (~1 s, bare metal)"
cylindrical,350,30,100,mineral wool (wired),0.0622,3200.0,120.4,96.2,42.0,"safe (prolonged contact, <=45C)"
cylindrical,350,30,125,mineral wool (wired),0.0622,3200.0,91.5,97.1,39.2,"safe (prolonged contact, <=45C)"
cylindrical,350,30,150,mineral wool (wired),0.0622,3200.0,72.9,97.7,37.3,"safe (prolonged contact, <=45C)"
cylindrical,400,0,0,none,,4000.0,4000.0,0.0,400,burn risk (>60C)
cylindrical,400,0,25,mineral wool (wired),0.064,4000.0,706.8,82.3,70.7,burn risk (>60C)
cylindrical,400,0,50,mineral wool (wired),0.064,4000.0,346.9,91.3,34.7,"safe (prolonged contact, <=45C)"
cylindrical,400,0,75,mineral wool (wired),0.064,4000.0,218.3,94.5,21.8,"safe (prolonged contact, <=45C)"
cylindrical,400,0,100,mineral wool (wired),0.064,4000.0,154.7,96.1,15.5,"safe (prolonged contact, <=45C)"
cylindrical,400,0,125,mineral wool (wired),0.064,4000.0,117.6,97.1,11.8,"safe (prolonged contact, <=45C)"
cylindrical,400,0,150,mineral wool (wired),0.064,4000.0,93.6,97.7,9.4,"safe (prolonged contact, <=45C)"
cylindrical,400,10,0,none,,3900.0,3900.0,0.0,400,burn risk (>60C)
cylindrical,400,10,25,mineral wool (wired),0.0653,3900.0,700.2,82.0,80.0,burn risk (>60C)
cylindrical,400,10,50,mineral wool (wired),0.0653,3900.0,344.3,91.2,44.4,"safe (prolonged contact, <=45C)"
cylindrical,400,10,75,mineral wool (wired),0.0653,3900.0,216.8,94.4,31.7,"safe (prolonged contact, <=45C)"
cylindrical,400,10,100,mineral wool (wired),0.0653,3900.0,153.7,96.1,25.4,"safe (prolonged contact, <=45C)"
cylindrical,400,10,125,mineral wool (wired),0.0653,3900.0,116.8,97.0,21.7,"safe (prolonged contact, <=45C)"
cylindrical,400,10,150,mineral wool (wired),0.0653,3900.0,93.0,97.6,19.3,"safe (prolonged contact, <=45C)"
cylindrical,400,20,0,none,,3800.0,3800.0,0.0,400,burn risk (>60C)
cylindrical,400,20,25,mineral wool (wired),0.0665,3800.0,692.9,81.8,89.3,burn risk (>60C)
cylindrical,400,20,50,mineral wool (wired),0.0665,3800.0,341.3,91.0,54.1,caution (brief touch)
cylindrical,400,20,75,mineral wool (wired),0.0665,3800.0,215.1,94.3,41.5,"safe (prolonged contact, <=45C)"
cylindrical,400,20,100,mineral wool (wired),0.0665,3800.0,152.5,96.0,35.2,"safe (prolonged contact, <=45C)"
cylindrical,400,20,125,mineral wool (wired),0.0665,3800.0,115.9,96.9,31.6,"safe (prolonged contact, <=45C)"
cylindrical,400,20,150,mineral wool (wired),0.0665,3800.0,92.4,97.6,29.2,"safe (prolonged contact, <=45C)"
cylindrical,400,30,0,none,,3700.0,3700.0,0.0,400,burn risk (>60C)
cylindrical,400,30,25,mineral wool (wired),0.0678,3700.0,685.0,81.5,98.5,burn risk (>60C)
cylindrical,400,30,50,mineral wool (wired),0.0678,3700.0,338.0,90.9,63.8,burn risk (>60C)
cylindrical,400,30,75,mineral wool (wired),0.0678,3700.0,213.1,94.2,51.3,caution (brief touch)
cylindrical,400,30,100,mineral wool (wired),0.0678,3700.0,151.1,95.9,45.1,"short-contact only (~1 s, bare metal)"
cylindrical,400,30,125,mineral wool (wired),0.0678,3700.0,115.0,96.9,41.5,"safe (prolonged contact, <=45C)"
cylindrical,400,30,150,mineral wool (wired),0.0678,3700.0,91.6,97.5,39.2,"safe (prolonged contact, <=45C)"
cylindrical,450,0,0,none,,4500.0,4500.0,0.0,450,burn risk (>60C)
cylindrical,450,0,25,mineral wool (wired),0.0703,4500.0,858.0,80.9,85.8,burn risk (>60C)
cylindrical,450,0,50,mineral wool (wired),0.0703,4500.0,424.8,90.6,42.5,"safe (prolonged contact, <=45C)"
cylindrical,450,0,75,mineral wool (wired),0.0703,4500.0,268.2,94.0,26.8,"safe (prolonged contact, <=45C)"
cylindrical,450,0,100,mineral wool (wired),0.0703,4500.0,190.3,95.8,19.0,"safe (prolonged contact, <=45C)"
cylindrical,450,0,125,mineral wool (wired),0.0703,4500.0,144.8,96.8,14.5,"safe (prolonged contact, <=45C)"
cylindrical,450,0,150,mineral wool (wired),0.0703,4500.0,115.4,97.4,11.5,"safe (prolonged contact, <=45C)"
cylindrical,450,10,0,none,,4400.0,4400.0,0.0,450,burn risk (>60C)
cylindrical,450,10,25,mineral wool (wired),0.0715,4400.0,850.9,80.7,95.1,burn risk (>60C)
cylindrical,450,10,50,mineral wool (wired),0.0715,4400.0,422.1,90.4,52.2,caution (brief touch)
cylindrical,450,10,75,mineral wool (wired),0.0715,4400.0,266.6,93.9,36.7,"safe (prolonged contact, <=45C)"
cylindrical,450,10,100,mineral wool (wired),0.0715,4400.0,189.3,95.7,28.9,"safe (prolonged contact, <=45C)"
cylindrical,450,10,125,mineral wool (wired),0.0715,4400.0,144.0,96.7,24.4,"safe (prolonged contact, <=45C)"
cylindrical,450,10,150,mineral wool (wired),0.0715,4400.0,114.8,97.4,21.5,"safe (prolonged contact, <=45C)"
cylindrical,450,20,0,none,,4300.0,4300.0,0.0,450,burn risk (>60C)
cylindrical,450,20,25,mineral wool (wired),0.0727,4300.0,843.3,80.4,104.3,burn risk (>60C)
cylindrical,450,20,50,mineral wool (wired),0.0727,4300.0,419.0,90.3,61.9,burn risk (>60C)
cylindrical,450,20,75,mineral wool (wired),0.0727,4300.0,264.8,93.8,46.5,"short-contact only (~1 s, bare metal)"
cylindrical,450,20,100,mineral wool (wired),0.0727,4300.0,188.1,95.6,38.8,"safe (prolonged contact, <=45C)"
cylindrical,450,20,125,mineral wool (wired),0.0727,4300.0,143.1,96.7,34.3,"safe (prolonged contact, <=45C)"
cylindrical,450,20,150,mineral wool (wired),0.0727,4300.0,114.1,97.3,31.4,"safe (prolonged contact, <=45C)"
cylindrical,450,30,0,none,,4200.0,4200.0,0.0,450,burn risk (>60C)
cylindrical,450,30,25,mineral wool (wired),0.074,4200.0,835.0,80.1,113.5,burn risk (>60C)
cylindrical,450,30,50,mineral wool (wired),0.074,4200.0,415.6,90.1,71.6,burn risk (>60C)
cylindrical,450,30,75,mineral wool (wired),0.074,4200.0,262.8,93.7,56.3,caution (brief touch)
cylindrical,450,30,100,mineral wool (wired),0.074,4200.0,186.7,95.6,48.7,"short-contact only (~1 s, bare metal)"
cylindrical,450,30,125,mineral wool (wired),0.074,4200.0,142.1,96.6,44.2,"safe (prolonged contact, <=45C)"
cylindrical,450,30,150,mineral wool (wired),0.074,4200.0,113.3,97.3,41.3,"safe (prolonged contact, <=45C)"
cylindrical,500,0,0,none,,5000.0,5000.0,0.0,500,burn risk (>60C)
cylindrical,500,0,25,mineral wool (wired),0.0765,5000.0,1020.8,79.6,102.1,burn risk (>60C)
cylindrical,500,0,50,mineral wool (wired),0.0765,5000.0,509.8,89.8,51.0,"short-contact only (~1 s, bare metal)"
cylindrical,500,0,75,mineral wool (wired),0.0765,5000.0,322.8,93.5,32.3,"safe (prolonged contact, <=45C)"
cylindrical,500,0,100,mineral wool (wired),0.0765,5000.0,229.4,95.4,22.9,"safe (prolonged contact, <=45C)"
cylindrical,500,0,125,mineral wool (wired),0.0765,5000.0,174.7,96.5,17.5,"safe (prolonged contact, <=45C)"
cylindrical,500,0,150,mineral wool (wired),0.0765,5000.0,139.3,97.2,13.9,"safe (prolonged contact, <=45C)"
cylindrical,500,10,0,none,,4900.0,4900.0,0.0,500,burn risk (>60C)
cylindrical,500,10,25,mineral wool (wired),0.0777,4900.0,1013.3,79.3,111.3,burn risk (>60C)
cylindrical,500,10,50,mineral wool (wired),0.0777,4900.0,506.9,89.7,60.7,burn risk (>60C)
cylindrical,500,10,75,mineral wool (wired),0.0777,4900.0,321.2,93.4,42.1,"safe (prolonged contact, <=45C)"
cylindrical,500,10,100,mineral wool (wired),0.0777,4900.0,228.3,95.3,32.8,"safe (prolonged contact, <=45C)"
cylindrical,500,10,125,mineral wool (wired),0.0777,4900.0,173.9,96.5,27.4,"safe (prolonged contact, <=45C)"
cylindrical,500,10,150,mineral wool (wired),0.0777,4900.0,138.7,97.2,23.9,"safe (prolonged contact, <=45C)"
cylindrical,500,20,0,none,,4800.0,4800.0,0.0,500,burn risk (>60C)
cylindrical,500,20,25,mineral wool (wired),0.079,4800.0,1005.3,79.1,120.5,burn risk (>60C)
cylindrical,500,20,50,mineral wool (wired),0.079,4800.0,503.7,89.5,70.4,burn risk (>60C)
cylindrical,500,20,75,mineral wool (wired),0.079,4800.0,319.3,93.3,51.9,caution (brief touch)
cylindrical,500,20,100,mineral wool (wired),0.079,4800.0,227.1,95.3,42.7,"safe (prolonged contact, <=45C)"
cylindrical,500,20,125,mineral wool (wired),0.079,4800.0,173.0,96.4,37.3,"safe (prolonged contact, <=45C)"
cylindrical,500,20,150,mineral wool (wired),0.079,4800.0,138.0,97.1,33.8,"safe (prolonged contact, <=45C)"
cylindrical,500,30,0,none,,4700.0,4700.0,0.0,500,burn risk (>60C)
cylindrical,500,30,25,mineral wool (wired),0.0803,4700.0,996.6,78.8,129.7,burn risk (>60C)
cylindrical,500,30,50,mineral wool (wired),0.0803,4700.0,500.2,89.4,80.0,burn risk (>60C)
cylindrical,500,30,75,mineral wool (wired),0.0803,4700.0,317.3,93.2,61.7,burn risk (>60C)
cylindrical,500,30,100,mineral wool (wired),0.0803,4700.0,225.7,95.2,52.6,caution (brief touch)
cylindrical,500,30,125,mineral wool (wired),0.0803,4700.0,172.0,96.3,47.2,"short-contact only (~1 s, bare metal)"
cylindrical,500,30,150,mineral wool (wired),0.0803,4700.0,137.2,97.1,43.7,"safe (prolonged contact, <=45C)"
cylindrical,550,0,0,none,,5500.0,5500.0,0.0,550,burn risk (>60C)
cylindrical,550,0,25,mineral wool (wired),0.0827,5500.0,1194.7,78.3,119.5,burn risk (>60C)
cylindrical,550,0,50,mineral wool (wired),0.0827,5500.0,601.5,89.1,60.2,burn risk (>60C)
cylindrical,550,0,75,mineral wool (wired),0.0827,5500.0,382.1,93.1,38.2,"safe (prolonged contact, <=45C)"
cylindrical,550,0,100,mineral wool (wired),0.0827,5500.0,272.0,95.1,27.2,"safe (prolonged contact, <=45C)"
cylindrical,550,0,125,mineral wool (wired),0.0827,5500.0,207.3,96.2,20.7,"safe (prolonged contact, <=45C)"
cylindrical,550,0,150,mineral wool (wired),0.0827,5500.0,165.4,97.0,16.5,"safe (prolonged contact, <=45C)"
cylindrical,550,10,0,none,,5400.0,5400.0,0.0,550,burn risk (>60C)
cylindrical,550,10,25,mineral wool (wired),0.084,5400.0,1186.8,78.0,128.7,burn risk (>60C)
cylindrical,550,10,50,mineral wool (wired),0.084,5400.0,598.5,88.9,69.9,burn risk (>60C)
cylindrical,550,10,75,mineral wool (wired),0.084,5400.0,380.4,93.0,48.0,"short-contact only (~1 s, bare metal)"
cylindrical,550,10,100,mineral wool (wired),0.084,5400.0,270.9,95.0,37.1,"safe (prolonged contact, <=45C)"
cylindrical,550,10,125,mineral wool (wired),0.084,5400.0,206.5,96.2,30.6,"safe (prolonged contact, <=45C)"
cylindrical,550,10,150,mineral wool (wired),0.084,5400.0,164.7,96.9,26.5,"safe (prolonged contact, <=45C)"
cylindrical,550,20,0,none,,5300.0,5300.0,0.0,550,burn risk (>60C)
cylindrical,550,20,25,mineral wool (wired),0.0852,5300.0,1178.3,77.8,137.8,burn risk (>60C)
cylindrical,550,20,50,mineral wool (wired),0.0852,5300.0,595.2,88.8,79.5,burn risk (>60C)
cylindrical,550,20,75,mineral wool (wired),0.0852,5300.0,378.5,92.9,57.9,caution (brief touch)
cylindrical,550,20,100,mineral wool (wired),0.0852,5300.0,269.6,94.9,47.0,"short-contact only (~1 s, bare metal)"
cylindrical,550,20,125,mineral wool (wired),0.0852,5300.0,205.5,96.1,40.6,"safe (prolonged contact, <=45C)"
cylindrical,550,20,150,mineral wool (wired),0.0852,5300.0,164.0,96.9,36.4,"safe (prolonged contact, <=45C)"
cylindrical,550,30,0,none,,5200.0,5200.0,0.0,550,burn risk (>60C)
cylindrical,550,30,25,mineral wool (wired),0.0865,5200.0,1169.2,77.5,146.9,burn risk (>60C)
cylindrical,550,30,50,mineral wool (wired),0.0865,5200.0,591.6,88.6,89.2,burn risk (>60C)
cylindrical,550,30,75,mineral wool (wired),0.0865,5200.0,376.4,92.8,67.6,burn risk (>60C)
cylindrical,550,30,100,mineral wool (wired),0.0865,5200.0,268.2,94.8,56.8,caution (brief touch)
cylindrical,550,30,125,mineral wool (wired),0.0865,5200.0,204.5,96.1,50.5,"short-contact only (~1 s, bare metal)"
cylindrical,550,30,150,mineral wool (wired),0.0865,5200.0,163.2,96.9,46.3,"short-contact only (~1 s, bare metal)"
cylindrical,600,0,0,none,,6000.0,6000.0,0.0,600,burn risk (>60C)
cylindrical,600,0,25,mineral wool (wired),0.089,6000.0,1379.1,77.0,137.9,burn risk (>60C)
cylindrical,600,0,50,mineral wool (wired),0.089,6000.0,700.0,88.3,70.0,burn risk (>60C)
cylindrical,600,0,75,mineral wool (wired),0.089,6000.0,445.9,92.6,44.6,"safe (prolonged contact, <=45C)"
cylindrical,600,0,100,mineral wool (wired),0.089,6000.0,317.9,94.7,31.8,"safe (prolonged contact, <=45C)"
cylindrical,600,0,125,mineral wool (wired),0.089,6000.0,242.5,96.0,24.3,"safe (prolonged contact, <=45C)"
cylindrical,600,0,150,mineral wool (wired),0.089,6000.0,193.6,96.8,19.4,"safe (prolonged contact, <=45C)"
cylindrical,600,10,0,none,,5900.0,5900.0,0.0,600,burn risk (>60C)
cylindrical,600,10,25,mineral wool (wired),0.0906,5900.0,1374.8,76.7,147.5,burn risk (>60C)
cylindrical,600,10,50,mineral wool (wired),0.0906,5900.0,699.2,88.1,79.9,burn risk (>60C)
cylindrical,600,10,75,mineral wool (wired),0.0906,5900.0,445.8,92.4,54.6,caution (brief touch)
cylindrical,600,10,100,mineral wool (wired),0.0906,5900.0,317.9,94.6,41.8,"safe (prolonged contact, <=45C)"
cylindrical,600,10,125,mineral wool (wired),0.0906,5900.0,242.6,95.9,34.3,"safe (prolonged contact, <=45C)"
cylindrical,600,10,150,mineral wool (wired),0.0906,5900.0,193.7,96.7,29.4,"safe (prolonged contact, <=45C)"
cylindrical,600,20,0,none,,5800.0,5800.0,0.0,600,burn risk (>60C)
cylindrical,600,20,25,mineral wool (wired),0.0922,5800.0,1369.7,76.4,157.0,burn risk (>60C)
cylindrical,600,20,50,mineral wool (wired),0.0922,5800.0,698.1,88.0,89.8,burn risk (>60C)
cylindrical,600,20,75,mineral wool (wired),0.0922,5800.0,445.4,92.3,64.5,burn risk (>60C)
cylindrical,600,20,100,mineral wool (wired),0.0922,5800.0,317.8,94.5,51.8,caution (brief touch)
cylindrical,600,20,125,mineral wool (wired),0.0922,5800.0,242.5,95.8,44.3,"safe (prolonged contact, <=45C)"
cylindrical,600,20,150,mineral wool (wired),0.0922,5800.0,193.6,96.7,39.4,"safe (prolonged contact, <=45C)"
cylindrical,600,30,0,none,,5700.0,5700.0,0.0,600,burn risk (>60C)
cylindrical,600,30,25,mineral wool (wired),0.0938,5700.0,1363.9,76.1,166.4,burn risk (>60C)
cylindrical,600,30,50,mineral wool (wired),0.0938,5700.0,696.5,87.8,99.6,burn risk (>60C)
cylindrical,600,30,75,mineral wool (wired),0.0938,5700.0,444.7,92.2,74.5,burn risk (>60C)
cylindrical,600,30,100,mineral wool (wired),0.0938,5700.0,317.4,94.4,61.7,burn risk (>60C)
cylindrical,600,30,125,mineral wool (wired),0.0938,5700.0,242.3,95.7,54.2,caution (brief touch)
cylindrical,600,30,150,mineral wool (wired),0.0938,5700.0,193.5,96.6,49.3,"short-contact only (~1 s, bare metal)"
flat,-20,20,0,"none",,426.9,426.9,0,-20,"safe (cold surface)"
flat,-20,30,0,"none",,566.8,566.8,0,-20,"safe (cold surface)"
flat,-20,35,0,"none",,640.4,640.4,0,-20,"safe (cold surface)"
flat,-10,20,0,"none",,306.9,306.9,0,-10,"safe (cold surface)"
flat,-10,30,0,"none",,439.8,439.8,0,-10,"safe (cold surface)"
flat,-10,35,0,"none",,510.4,510.4,0,-10,"safe (cold surface)"
flat,0,20,0,"none",,193.4,193.4,0,0,"safe (cold surface)"
flat,0,30,0,"none",,317.8,317.8,0,0,"safe (cold surface)"
flat,0,35,0,"none",,384.8,384.8,0,0,"safe (cold surface)"
flat,5,20,0,"none",,139.6,139.6,0,5,"safe (cold surface)"
flat,5,30,0,"none",,258.8,258.8,0,5,"safe (cold surface)"
flat,5,35,0,"none",,323.7,323.7,0,5,"safe (cold surface)"
flat,10,20,0,"none",,88.3,88.3,0,10,"safe (cold surface)"
flat,10,30,0,"none",,201.4,201.4,0,10,"safe (cold surface)"
flat,10,35,0,"none",,264,264,0,10,"safe (cold surface)"
cylindrical,-20,20,0,"none",,125.4,125.4,0,-20,"safe (cold surface)"
cylindrical,-20,30,0,"none",,165.3,165.3,0,-20,"safe (cold surface)"
cylindrical,-20,35,0,"none",,186.4,186.4,0,-20,"safe (cold surface)"
cylindrical,-10,20,0,"none",,92.9,92.9,0,-10,"safe (cold surface)"
cylindrical,-10,30,0,"none",,131.6,131.6,0,-10,"safe (cold surface)"
cylindrical,-10,35,0,"none",,152.1,152.1,0,-10,"safe (cold surface)"
cylindrical,0,20,0,"none",,60.6,60.6,0,0,"safe (cold surface)"
cylindrical,0,30,0,"none",,97.8,97.8,0,0,"safe (cold surface)"
cylindrical,0,35,0,"none",,117.7,117.7,0,0,"safe (cold surface)"
cylindrical,5,20,0,"none",,44.7,44.7,0,5,"safe (cold surface)"
cylindrical,5,30,0,"none",,80.9,80.9,0,5,"safe (cold surface)"
cylindrical,5,35,0,"none",,100.4,100.4,0,5,"safe (cold surface)"
cylindrical,10,20,0,"none",,29,29,0,10,"safe (cold surface)"
cylindrical,10,30,0,"none",,64.1,64.1,0,10,"safe (cold surface)"
cylindrical,10,35,0,"none",,83.1,83.1,0,10,"safe (cold surface)"
flat,-30,20,0,"none",,552.5,552.5,0,-30,"safe (cold surface)"
flat,-30,20,25,"mineral wool (lamella)",0.0348,552.5,58.6,89.4,13.1,"safe (cold surface)"
flat,-30,20,50,"mineral wool (lamella)",0.0348,552.5,31.5,94.3,16.1,"safe (cold surface)"
flat,-30,20,75,"mineral wool (lamella)",0.0348,552.5,21.6,96.1,17.3,"safe (cold surface)"
flat,-30,20,100,"mineral wool (lamella)",0.0348,552.5,16.4,97,17.9,"safe (cold surface)"
flat,-30,20,125,"mineral wool (lamella)",0.0348,552.5,13.2,97.6,18.3,"safe (cold surface)"
flat,-30,20,150,"mineral wool (lamella)",0.0348,552.5,11.1,98,18.5,"safe (cold surface)"
flat,-30,25,0,"none",,624.3,624.3,0,-30,"safe (cold surface)"
flat,-30,25,25,"mineral wool (lamella)",0.0348,624.3,65.1,89.6,17.6,"safe (cold surface)"
flat,-30,25,50,"mineral wool (lamella)",0.0348,624.3,35,94.4,20.8,"safe (cold surface)"
flat,-30,25,75,"mineral wool (lamella)",0.0348,624.3,23.9,96.2,22.1,"safe (cold surface)"
flat,-30,25,100,"mineral wool (lamella)",0.0348,624.3,18.2,97.1,22.7,"safe (cold surface)"
flat,-30,25,125,"mineral wool (lamella)",0.0348,624.3,14.7,97.7,23.1,"safe (cold surface)"
flat,-30,25,150,"mineral wool (lamella)",0.0348,624.3,12.3,98,23.4,"safe (cold surface)"
flat,-30,30,0,"none",,698.4,698.4,0,-30,"safe (cold surface)"
flat,-30,30,25,"mineral wool (lamella)",0.0348,698.4,71.7,89.7,22.1,"safe (cold surface)"
flat,-30,30,50,"mineral wool (lamella)",0.0348,698.4,38.5,94.5,25.6,"safe (cold surface)"
flat,-30,30,75,"mineral wool (lamella)",0.0348,698.4,26.3,96.2,26.9,"safe (cold surface)"
flat,-30,30,100,"mineral wool (lamella)",0.0348,698.4,20,97.1,27.6,"safe (cold surface)"
flat,-30,30,125,"mineral wool (lamella)",0.0348,698.4,16.1,97.7,28,"safe (cold surface)"
flat,-30,30,150,"mineral wool (lamella)",0.0348,698.4,13.5,98.1,28.3,"safe (cold surface)"
flat,-30,32,0,"none",,728.6,728.6,0,-30,"safe (cold surface)"
flat,-30,32,25,"mineral wool (lamella)",0.0348,728.6,74.4,89.8,23.9,"safe (cold surface)"
flat,-30,32,50,"mineral wool (lamella)",0.0348,728.6,39.9,94.5,27.5,"safe (cold surface)"
flat,-30,32,75,"mineral wool (lamella)",0.0348,728.6,27.3,96.3,28.8,"safe (cold surface)"
flat,-30,32,100,"mineral wool (lamella)",0.0348,728.6,20.7,97.2,29.5,"safe (cold surface)"
flat,-30,32,125,"mineral wool (lamella)",0.0348,728.6,16.7,97.7,30,"safe (cold surface)"
flat,-30,32,150,"mineral wool (lamella)",0.0348,728.6,14,98.1,30.3,"safe (cold surface)"
flat,-30,35,0,"none",,774.7,774.7,0,-30,"safe (cold surface)"
flat,-30,35,25,"mineral wool (lamella)",0.0348,774.7,78.4,89.9,26.6,"safe (cold surface)"
flat,-30,35,50,"mineral wool (lamella)",0.0348,774.7,42,94.6,30.3,"safe (cold surface)"
flat,-30,35,75,"mineral wool (lamella)",0.0348,774.7,28.7,96.3,31.7,"safe (cold surface)"
flat,-30,35,100,"mineral wool (lamella)",0.0348,774.7,21.8,97.2,32.5,"safe (cold surface)"
flat,-30,35,125,"mineral wool (lamella)",0.0348,774.7,17.6,97.7,32.9,"safe (cold surface)"
flat,-30,35,150,"mineral wool (lamella)",0.0348,774.7,14.7,98.1,33.2,"safe (cold surface)"
flat,-20,20,0,"none",,426.9,426.9,0,-20,"safe (cold surface)"
flat,-20,20,25,"mineral wool (lamella)",0.035,426.9,47.7,88.8,14.3,"safe (cold surface)"
flat,-20,20,50,"mineral wool (lamella)",0.035,426.9,25.6,94,16.8,"safe (cold surface)"
flat,-20,20,75,"mineral wool (lamella)",0.035,426.9,17.6,95.9,17.7,"safe (cold surface)"
flat,-20,20,100,"mineral wool (lamella)",0.035,426.9,13.4,96.9,18.2,"safe (cold surface)"
flat,-20,20,125,"mineral wool (lamella)",0.035,426.9,10.8,97.5,18.6,"safe (cold surface)"
flat,-20,20,150,"mineral wool (lamella)",0.035,426.9,9,97.9,18.8,"safe (cold surface)"
flat,-20,25,0,"none",,495.6,495.6,0,-20,"safe (cold surface)"
flat,-20,25,25,"mineral wool (lamella)",0.035,495.6,54.2,89.1,18.8,"safe (cold surface)"
flat,-20,25,50,"mineral wool (lamella)",0.035,495.6,29.1,94.1,21.5,"safe (cold surface)"
flat,-20,25,75,"mineral wool (lamella)",0.035,495.6,19.9,96,22.5,"safe (cold surface)"
flat,-20,25,100,"mineral wool (lamella)",0.035,495.6,15.1,96.9,23.1,"safe (cold surface)"
flat,-20,25,125,"mineral wool (lamella)",0.035,495.6,12.2,97.5,23.4,"safe (cold surface)"
flat,-20,25,150,"mineral wool (lamella)",0.035,495.6,10.2,97.9,23.7,"safe (cold surface)"
flat,-20,30,0,"none",,566.8,566.8,0,-20,"safe (cold surface)"
flat,-20,30,25,"mineral wool (lamella)",0.035,566.8,60.8,89.3,23.2,"safe (cold surface)"
flat,-20,30,50,"mineral wool (lamella)",0.035,566.8,32.6,94.2,26.2,"safe (cold surface)"
flat,-20,30,75,"mineral wool (lamella)",0.035,566.8,22.3,96.1,27.3,"safe (cold surface)"
flat,-20,30,100,"mineral wool (lamella)",0.035,566.8,17,97,27.9,"safe (cold surface)"
flat,-20,30,125,"mineral wool (lamella)",0.035,566.8,13.7,97.6,28.3,"safe (cold surface)"
flat,-20,30,150,"mineral wool (lamella)",0.035,566.8,11.5,98,28.6,"safe (cold surface)"
flat,-20,32,0,"none",,595.9,595.9,0,-20,"safe (cold surface)"
flat,-20,32,25,"mineral wool (lamella)",0.035,595.9,63.4,89.4,25,"safe (cold surface)"
flat,-20,32,50,"mineral wool (lamella)",0.035,595.9,34,94.3,28.1,"safe (cold surface)"
flat,-20,32,75,"mineral wool (lamella)",0.035,595.9,23.3,96.1,29.3,"safe (cold surface)"
flat,-20,32,100,"mineral wool (lamella)",0.035,595.9,17.7,97,29.9,"safe (cold surface)"
flat,-20,32,125,"mineral wool (lamella)",0.035,595.9,14.3,97.6,30.3,"safe (cold surface)"
flat,-20,32,150,"mineral wool (lamella)",0.035,595.9,12,98,30.5,"safe (cold surface)"
flat,-20,35,0,"none",,640.4,640.4,0,-20,"safe (cold surface)"
flat,-20,35,25,"mineral wool (lamella)",0.035,640.4,67.4,89.5,27.7,"safe (cold surface)"
flat,-20,35,50,"mineral wool (lamella)",0.035,640.4,36.2,94.3,30.9,"safe (cold surface)"
flat,-20,35,75,"mineral wool (lamella)",0.035,640.4,24.7,96.1,32.1,"safe (cold surface)"
flat,-20,35,100,"mineral wool (lamella)",0.035,640.4,18.8,97.1,32.8,"safe (cold surface)"
